,stationName,dataTime,so2Value,coValue,o3Value,no2Value,pm10Value,pm10Value24,pm25Value,pm25Value24,khaiValue,khaiGrade,so2Grade,coGrade,o3Grade,no2Grade,pm10Grade,pm25Grade,pm10Grade1h,pm25Grade1h
0,종로구,2019-12-07 04:00,0.003,0.9,0.002,0.048,37,33,29,25,80,2,1,1,1,2,2,2,2,2
1,종로구,2019-12-07 03:00,0.003,1.2,0.002,0.051,43,31,35,23,85,2,1,1,1,2,2,2,2,2
2,종로구,2019-12-07 02:00,0.003,0.8,0.002,0.049,31,29,24,22,81,2,1,1,1,2,1,2,2,2
3,종로구,2019-12-07 01:00,0.003,0.7,0.002,0.046,32,28,25,22,76,2,1,1,1,2,1,2,2,2
4,종로구,2019-12-06 24:00,0.003,0.7,0.002,0.043,28,27,22,21,71,2,1,1,1,2,1,2,1,2
5,종로구,2019-12-06 23:00,0.003,0.6,0.004,0.039,27,28,22,21,65,2,1,1,1,2,1,2,1,2
6,종로구,2019-12-06 22:00,0.003,0.6,0.005,0.036,28,28,21,21,64,2,1,1,1,2,1,2,1,2
7,종로구,2019-12-06 21:00,0.003,0.6,0.004,0.040,28,28,21,21,66,2,1,1,1,2,1,2,1,2
8,종로구,2019-12-06 20:00,0.004,0.6,0.008,0.032,27,28,21,20,61,2,1,1,1,2,1,2,1,2
9,종로구,2019-12-06 19:00,0.003,0.5,0.010,0.031,25,28,19,20,61,2,1,1,1,2,1,2,1,2
10,종로구,2019-12-06 18:00,0.004,0.5,0.010,0.029,26,29,20,21,64,2,1,1,1,1,1,2,1,2
11,종로구,2019-12-06 17:00,0.003,0.4,0.012,0.027,26,29,18,21,64,2,1,1,1,1,1,2,1,2
12,종로구,2019-12-06 16:00,0.004,0.5,0.012,0.027,29,29,22,21,64,2,1,1,1,1,1,2,1,2
13,종로구,2019-12-06 15:00,0.004,0.5,0.012,0.027,29,30,22,21,64,2,1,1,1,1,1,2,1,2
14,종로구,2019-12-06 14:00,0.003,0.5,0.014,0.022,26,31,20,21,64,2,1,1,1,1,2,2,1,2
15,종로구,2019-12-06 13:00,0.003,0.5,0.013,0.023,27,32,18,21,64,2,1,1,1,1,2,2,1,2
16,종로구,2019-12-06 12:00,0.003,0.6,0.008,0.032,36,32,26,21,64,2,1,1,1,2,2,2,2,2
17,종로구,2019-12-06 11:00,0.003,0.7,0.006,0.034,38,31,25,20,61,2,1,1,1,2,2,2,2,2
18,종로구,2019-12-06 10:00,0.003,0.7,0.005,0.032,31,29,20,19,59,2,1,1,1,2,1,2,2,2
19,종로구,2019-12-06 09:00,0.004,0.8,0.003,0.035,31,29,20,19,59,2,1,1,1,2,1,2,2,2
20,종로구,2019-12-06 08:00,0.003,0.7,0.002,0.034,29,28,20,18,56,2,1,1,1,2,1,2,1,2
21,종로구,2019-12-06 07:00,0.004,0.6,0.002,0.033,30,27,21,17,54,2,1,1,1,2,1,2,1,2
22,종로구,2019-12-06 06:00,0.003,0.6,0.004,0.028,29,26,18,16,51,2,1,1,1,1,1,2,1,2
23,종로구,2019-12-06 05:00,0.003,0.5,0.008,0.020,26,26,17,16,51,2,1,1,1,1,1,2,1,2
24,종로구,2019-12-06 04:00,0.003,0.4,0.011,0.015,26,26,16,15,50,1,1,1,1,1,1,1,1,2
25,종로구,2019-12-06 03:00,0.003,0.4,0.012,0.014,30,25,17,15,50,1,1,1,1,1,1,1,1,2
26,종로구,2019-12-06 02:00,0.003,0.4,0.014,0.012,27,24,16,15,50,1,1,1,1,1,1,1,1,2
27,종로구,2019-12-06 01:00,0.003,0.4,0.013,0.013,26,23,15,15,50,1,1,1,1,1,1,1,1,1
28,종로구,2019-12-05 24:00,0.003,0.4,0.013,0.013,26,23,17,15,50,1,1,1,1,1,1,1,1,2
29,종로구,2019-12-05 23:00,0.003,0.4,0.013,0.015,26,22,17,14,47,1,1,1,1,1,1,1,1,2
30,종로구,2019-12-05 22:00,0.002,0.4,0.013,0.014,24,20,16,13,43,1,1,1,1,1,1,1,1,2
31,종로구,2019-12-05 21:00,0.003,0.4,0.013,0.016,24,19,18,12,40,1,1,1,1,1,1,1,1,2
32,종로구,2019-12-05 20:00,0.003,0.5,0.013,0.017,20,19,14,11,37,1,1,1,1,1,1,1,1,1
33,종로구,2019-12-05 19:00,0.002,0.4,0.015,0.015,17,18,8,10,33,1,1,1,1,1,1,1,1,1
34,종로구,2019-12-05 18:00,0.003,0.4,0.016,0.016,20,18,10,11,37,1,1,1,1,1,1,1,1,1
35,종로구,2019-12-05 17:00,0.002,0.4,0.019,0.015,21,18,11,11,37,1,1,1,1,1,1,1,1,1
36,종로구,2019-12-05 16:00,0.003,0.4,0.020,0.015,18,17,11,11,37,1,1,1,1,1,1,1,1,1
37,종로구,2019-12-05 15:00,0.003,0.3,0.021,0.014,15,17,9,11,37,1,1,1,1,1,1,1,1,1
38,종로구,2019-12-05 14:00,0.003,0.4,0.022,0.012,16,17,10,11,37,1,1,1,1,1,1,1,1,1
39,종로구,2019-12-05 13:00,0.003,0.4,0.022,0.012,18,18,12,12,40,1,1,1,1,1,1,1,1,1
40,종로구,2019-12-05 12:00,0.002,0.4,0.018,0.015,16,18,10,12,40,1,1,1,1,1,1,1,1,1
41,종로구,2019-12-05 11:00,0.003,0.4,0.018,0.014,17,19,10,13,43,1,1,1,1,1,1,1,1,1
42,종로구,2019-12-05 10:00,0.003,0.4,0.016,0.016,18,20,9,13,43,1,1,1,1,1,1,1,1,1
43,종로구,2019-12-05 09:00,0.004,0.4,0.012,0.020,18,20,13,15,50,1,1,1,1,1,1,1,1,1
44,종로구,2019-12-05 08:00,0.004,0.4,0.011,0.022,16,21,13,16,51,2,1,1,1,1,1,2,1,1
45,종로구,2019-12-05 07:00,0.004,0.4,0.015,0.017,19,22,11,16,51,2,1,1,1,1,1,2,1,1
46,종로구,2019-12-05 06:00,0.004,0.4,0.018,0.012,20,23,15,17,54,2,1,1,1,1,1,2,1,1
47,종로구,2019-12-05 05:00,0.004,0.4,0.019,0.010,20,24,18,18,56,2,1,1,1,1,1,2,1,2
48,종로구,2019-12-05 04:00,0.004,0.4,0.023,0.008,16,26,12,18,56,2,1,1,1,1,1,2,1,1
49,종로구,2019-12-05 03:00,0.004,0.3,0.024,0.008,21,28,14,20,61,2,1,1,1,1,1,2,1,1
50,종로구,2019-12-05 02:00,0.004,0.5,0.019,0.011,27,30,19,21,64,2,1,1,1,1,1,2,1,2
51,종로구,2019-12-05 01:00,0.004,0.5,0.016,0.018,26,30,18,21,64,2,1,1,1,1,1,2,1,2
52,종로구,2019-12-04 24:00,0.004,0.5,0.019,0.016,27,30,19,21,64,2,1,1,1,1,1,2,1,2
53,종로구,2019-12-04 23:00,0.004,0.5,0.019,0.015,30,31,20,22,66,2,1,1,1,1,2,2,1,2
54,종로구,2019-12-04 22:00,0.003,0.5,0.012,0.028,27,31,20,22,66,2,1,1,1,1,2,2,1,2
55,종로구,2019-12-04 21:00,0.004,0.6,0.007,0.038,30,32,24,22,66,2,1,1,1,2,2,2,1,2
56,종로구,2019-12-04 20:00,0.003,0.6,0.006,0.043,35,34,27,22,71,2,1,1,1,2,2,2,2,2
57,종로구,2019-12-04 19:00,0.004,0.6,0.007,0.042,35,33,23,21,70,2,1,1,1,2,2,2,2,2
58,종로구,2019-12-04 18:00,0.005,0.5,0.007,0.041,35,32,22,20,68,2,1,1,1,2,2,2,2,2
59,종로구,2019-12-04 17:00,0.005,0.6,0.005,0.050,43,31,30,20,83,2,1,1,1,2,2,2,2,2
60,종로구,2019-12-04 16:00,0.004,0.6,0.008,0.044,34,27,23,17,73,2,1,1,1,2,1,2,2,2
61,종로구,2019-12-04 15:00,0.004,0.5,0.013,0.034,31,26,21,16,56,2,1,1,1,2,1,2,2,2
62,종로구,2019-12-04 14:00,0.004,0.5,0.015,0.028,29,25,16,15,50,1,1,1,1,1,1,1,1,2
63,종로구,2019-12-04 13:00,0.004,0.5,0.018,0.023,22,24,12,15,50,1,1,1,1,1,1,1,1,1
64,종로구,2019-12-04 12:00,0.004,0.5,0.019,0.019,27,24,16,15,50,1,1,1,1,1,1,1,1,2
65,종로구,2019-12-04 11:00,0.004,0.7,0.009,0.036,26,24,17,15,59,2,1,1,1,2,1,1,1,2
66,종로구,2019-12-04 10:00,0.004,0.6,0.008,0.035,22,24,14,15,58,2,1,1,1,2,1,1,1,1
67,종로구,2019-12-04 09:00,0.004,0.8,0.004,0.043,25,24,16,16,71,2,1,1,1,2,1,2,1,2
68,종로구,2019-12-04 08:00,0.003,0.7,0.002,0.042,23,24,15,16,70,2,1,1,1,2,1,2,1,1
69,종로구,2019-12-04 07:00,0.003,0.7,0.002,0.040,24,24,15,16,66,2,1,1,1,2,1,2,1,1
70,종로구,2019-12-04 06:00,0.003,0.6,0.006,0.035,19,24,14,17,58,2,1,1,1,2,1,2,1,1
71,종로구,2019-12-04 05:00,0.004,0.6,0.006,0.034,20,26,11,17,56,2,1,1,1,2,1,2,1,1
72,종로구,2019-12-04 04:00,0.003,0.5,0.008,0.030,21,27,14,18,56,2,1,1,1,1,1,2,1,1
73,종로구,2019-12-04 03:00,0.003,0.5,0.016,0.018,23,29,15,19,59,2,1,1,1,1,1,2,1,1
74,종로구,2019-12-04 02:00,0.003,0.5,0.018,0.016,25,30,14,21,64,2,1,1,1,1,1,2,1,1
75,종로구,2019-12-04 01:00,0.003,0.5,0.013,0.024,27,32,19,22,66,2,1,1,1,1,2,2,1,2
76,종로구,2019-12-03 24:00,0.004,0.6,0.003,0.043,29,32,21,23,71,2,1,1,1,2,2,2,1,2
77,종로구,2019-12-03 23:00,0.003,0.7,0.002,0.044,30,33,22,23,73,2,1,1,1,2,2,2,1,2
78,종로구,2019-12-03 22:00,0.003,0.7,0.002,0.046,33,35,23,23,76,2,1,1,1,2,2,2,2,2
79,종로구,2019-12-03 21:00,0.004,0.6,0.002,0.047,33,35,25,23,78,2,1,1,1,2,2,2,2,2
80,종로구,2019-12-03 20:00,0.004,0.6,0.002,0.047,34,35,25,22,78,2,1,1,1,2,2,2,2,2
81,종로구,2019-12-03 19:00,0.003,0.7,0.002,0.050,44,34,31,21,83,2,1,1,1,2,2,2,2,2
82,종로구,2019-12-03 18:00,0.003,0.8,0.002,0.051,39,32,23,21,85,2,1,1,1,2,2,2,2,2
83,종로구,2019-12-03 17:00,0.004,0.5,0.008,0.039,31,30,18,20,65,2,1,1,1,2,1,2,2,2
84,종로구,2019-12-03 16:00,0.004,0.5,0.009,0.037,32,29,22,20,61,2,1,1,1,2,1,2,2,2
85,종로구,2019-12-03 15:00,0.004,0.7,0.005,0.043,36,28,26,19,71,2,1,1,1,2,1,2,2,2
86,종로구,2019-12-03 14:00,0.004,0.7,0.005,0.043,31,26,22,18,71,2,1,1,1,2,1,2,2,2
87,종로구,2019-12-03 13:00,0.005,0.8,0.004,0.046,32,25,21,16,76,2,1,1,1,2,1,2,2,2
88,종로구,2019-12-03 12:00,0.004,0.7,0.004,0.042,27,23,18,15,70,2,1,1,1,2,1,1,1,2
89,종로구,2019-12-03 11:00,0.004,0.7,0.003,0.043,28,22,21,14,71,2,1,1,1,2,1,1,1,2
90,종로구,2019-12-03 10:00,0.004,0.7,0.004,0.042,27,20,16,13,70,2,1,1,1,2,1,1,1,2
91,종로구,2019-12-03 09:00,0.003,0.8,0.003,0.044,24,18,12,12,73,2,1,1,1,2,1,1,1,1
92,종로구,2019-12-03 08:00,0.004,0.8,0.002,0.048,21,17,14,11,80,2,1,1,1,2,1,1,1,1
93,종로구,2019-12-03 07:00,0.003,0.7,0.002,0.043,20,16,15,10,71,2,1,1,1,2,1,1,1,1
94,종로구,2019-12-03 06:00,0.003,0.6,0.002,0.040,17,14,12,9,66,2,1,1,1,2,1,1,1,1
95,종로구,2019-12-03 05:00,0.003,0.5,0.006,0.034,16,14,10,9,56,2,1,1,1,2,1,1,1,1
96,종로구,2019-12-03 04:00,0.003,0.4,0.015,0.019,13,14,8,9,32,1,1,1,1,1,1,1,1,1
97,종로구,2019-12-03 03:00,0.003,0.4,0.020,0.011,13,15,9,10,33,1,1,1,1,1,1,1,1,1
98,종로구,2019-12-03 02:00,0.003,0.3,0.020,0.011,15,16,9,10,33,1,1,1,1,1,1,1,1,1
99,종로구,2019-12-03 01:00,0.003,0.4,0.020,0.011,16,16,9,10,33,1,1,1,1,1,1,1,1,1
100,종로구,2019-12-02 24:00,0.003,0.4,0.014,0.021,15,16,9,10,35,1,1,1,1,1,1,1,1,1
101,종로구,2019-12-02 23:00,0.003,0.4,0.017,0.017,15,16,7,10,33,1,1,1,1,1,1,1,1,1
102,종로구,2019-12-02 22:00,0.004,0.4,0.019,0.016,11,16,8,11,37,1,1,1,1,1,1,1,1,1
103,종로구,2019-12-02 21:00,0.003,0.4,0.021,0.014,14,17,8,11,37,1,1,1,1,1,1,1,1,1
104,종로구,2019-12-02 20:00,0.003,0.4,0.021,0.014,12,18,9,13,43,1,1,1,1,1,1,1,1,1
105,종로구,2019-12-02 19:00,0.003,0.5,0.019,0.016,12,21,9,14,47,1,1,1,1,1,1,1,1,1
106,종로구,2019-12-02 18:00,0.003,0.5,0.019,0.019,14,23,10,16,51,2,1,1,1,1,1,2,1,1
107,종로구,2019-12-02 17:00,0.004,0.4,0.020,0.017,26,24,19,17,54,2,1,1,1,1,1,2,1,2
108,종로구,2019-12-02 16:00,0.005,0.5,0.020,0.017,29,23,20,16,51,2,1,1,1,1,1,2,1,2
109,종로구,2019-12-02 15:00,0.005,0.5,0.024,0.014,28,22,23,15,50,1,1,1,1,1,1,1,1,2
110,종로구,2019-12-02 14:00,0.004,0.4,0.025,0.014,23,22,15,14,47,1,1,1,1,1,1,1,1,1
111,종로구,2019-12-02 13:00,0.004,0.4,0.024,0.013,18,22,10,14,47,1,1,1,1,1,1,1,1,1
112,종로구,2019-12-02 12:00,0.003,0.4,0.022,0.015,20,22,11,15,50,1,1,1,1,1,1,1,1,1
113,종로구,2019-12-02 11:00,0.004,0.4,0.021,0.016,24,22,15,15,50,1,1,1,1,1,1,1,1,1
114,종로구,2019-12-02 10:00,0.004,0.4,0.016,0.022,22,21,13,15,50,1,1,1,1,1,1,1,1,1
115,종로구,2019-12-02 09:00,0.003,0.5,0.011,0.027,19,21,13,16,51,2,1,1,1,1,1,2,1,1
116,종로구,2019-12-02 08:00,0.003,0.5,0.007,0.031,20,22,13,17,54,2,1,1,1,2,1,2,1,1
117,종로구,2019-12-02 07:00,0.002,0.5,0.013,0.022,18,24,13,18,56,2,1,1,1,1,1,2,1,1
118,종로구,2019-12-02 06:00,0.003,0.4,0.018,0.015,21,26,14,20,61,2,1,1,1,1,1,2,1,1
119,종로구,2019-12-02 05:00,0.004,0.4,0.021,0.009,21,28,15,23,69,2,1,1,1,1,1,2,1,1
120,종로구,2019-12-02 04:00,0.003,0.4,0.022,0.008,25,30,19,24,72,2,1,1,1,1,1,2,1,2
121,종로구,2019-12-02 03:00,0.003,0.5,0.021,0.008,30,30,22,25,74,2,1,1,1,1,1,2,1,2
122,종로구,2019-12-02 02:00,0.003,0.5,0.020,0.011,29,30,24,26,77,2,1,1,1,1,1,2,1,2
123,종로구,2019-12-02 01:00,0.003,0.5,0.020,0.013,26,31,21,27,79,2,1,1,1,1,2,2,1,2
124,종로구,2019-12-01 24:00,0.003,0.5,0.023,0.011,21,34,18,28,82,2,1,1,1,1,2,2,1,2
125,종로구,2019-12-01 23:00,0.003,0.5,0.021,0.014,22,37,19,30,87,2,1,1,1,1,2,2,1,2
126,종로구,2019-12-01 22:00,0.003,0.5,0.018,0.016,26,40,25,32,92,2,1,1,1,1,2,2,1,2
127,종로구,2019-12-01 21:00,0.003,0.6,0.014,0.021,39,42,34,33,95,2,1,1,1,1,2,2,2,2
128,종로구,2019-12-01 20:00,0.003,0.7,0.013,0.020,38,43,35,33,95,2,1,1,1,1,2,2,2,2
129,종로구,2019-12-01 19:00,0.003,0.7,0.013,0.022,38,45,35,34,97,2,1,1,1,1,2,2,2,2
130,종로구,2019-12-01 18:00,0.003,0.7,0.013,0.027,37,47,35,34,97,2,1,1,1,1,2,2,2,2
131,종로구,2019-12-01 17:00,0.004,0.8,0.005,0.040,49,48,41,35,100,2,1,1,1,2,2,2,2,3
132,종로구,2019-12-01 16:00,0.004,0.9,0.002,0.047,55,48,47,34,97,2,1,1,1,2,2,2,2,3
133,종로구,2019-12-01 15:00,0.004,0.9,0.003,0.050,53,45,46,32,92,2,1,1,1,2,2,2,2,3
134,종로구,2019-12-01 14:00,0.004,0.8,0.004,0.048,52,43,45,30,87,2,1,1,1,2,2,2,2,3
135,종로구,2019-12-01 13:00,0.004,0.9,0.005,0.048,51,40,40,27,80,2,1,1,1,2,2,2,2,3
136,종로구,2019-12-01 12:00,0.004,0.9,0.005,0.049,45,38,37,26,81,2,1,1,1,2,2,2,2,3
137,종로구,2019-12-01 11:00,0.004,0.9,0.004,0.050,42,36,33,26,83,2,1,1,1,2,2,2,2,2
138,종로구,2019-12-01 10:00,0.003,1.0,0.002,0.050,41,36,31,26,83,2,1,1,1,2,2,2,2,2
139,종로구,2019-12-01 09:00,0.004,0.8,0.002,0.049,39,35,32,27,81,2,1,1,1,2,2,2,2,2
140,종로구,2019-12-01 08:00,0.005,0.8,0.002,0.048,34,34,28,27,80,2,1,1,1,2,2,2,2,2
141,종로구,2019-12-01 07:00,0.004,0.8,0.002,0.050,36,33,27,26,83,2,1,1,1,2,2,2,2,2
142,종로구,2019-12-01 06:00,0.003,0.8,0.002,0.050,35,33,27,26,83,2,1,1,1,2,2,2,2,2
143,종로구,2019-12-01 05:00,0.004,0.8,0.002,0.049,28,34,25,26,81,2,1,1,1,2,2,2,1,2
144,종로구,2019-12-01 04:00,0.003,0.6,0.006,0.039,24,35,17,27,79,2,1,1,1,2,2,2,1,2
145,종로구,2019-12-01 03:00,0.004,0.5,0.013,0.030,25,37,18,29,85,2,1,1,1,1,2,2,1,2
146,종로구,2019-12-01 02:00,0.004,0.5,0.012,0.034,29,41,22,31,90,2,1,1,1,2,2,2,1,2
147,종로구,2019-12-01 01:00,0.004,0.6,0.009,0.039,33,43,25,32,92,2,1,1,1,2,2,2,2,2
148,종로구,2019-11-30 24:00,0.004,0.5,0.012,0.034,34,44,27,32,92,2,1,1,1,2,2,2,2,2
149,종로구,2019-11-30 23:00,0.005,0.6,0.007,0.043,45,46,39,33,95,2,1,1,1,2,2,2,2,3
150,종로구,2019-11-30 22:00,0.005,0.7,0.003,0.052,44,49,37,33,95,2,1,1,1,2,2,2,2,3
151,종로구,2019-11-30 21:00,0.005,0.7,0.004,0.050,43,50,34,34,97,2,1,1,1,2,2,2,2,2
152,종로구,2019-11-30 20:00,0.005,0.6,0.008,0.042,46,51,37,35,100,2,1,1,1,2,2,2,2,3
153,종로구,2019-11-30 19:00,0.005,0.7,0.003,0.052,66,51,46,35,100,2,1,1,1,2,2,2,2,3
154,종로구,2019-11-30 18:00,0.006,0.8,0.002,0.062,71,46,56,34,102,3,1,1,1,3,2,2,2,3
155,종로구,2019-11-30 17:00,0.007,0.8,0.003,0.064,57,43,47,29,104,3,1,1,1,3,2,2,2,3
156,종로구,2019-11-30 16:00,0.005,0.7,0.005,0.056,42,40,35,28,93,2,1,1,1,2,2,2,2,2
157,종로구,2019-11-30 15:00,0.005,0.6,0.010,0.045,40,40,30,27,79,2,1,1,1,2,2,2,2,2
158,종로구,2019-11-30 14:00,0.005,0.6,0.010,0.043,38,41,30,28,82,2,1,1,1,2,2,2,2,2
159,종로구,2019-11-30 13:00,0.004,0.7,0.009,0.041,38,41,28,28,82,2,1,1,1,2,2,2,2,2
160,종로구,2019-11-30 12:00,0.005,0.8,0.007,0.040,42,41,31,28,82,2,1,1,1,2,2,2,2,2
161,종로구,2019-11-30 11:00,0.005,0.7,0.006,0.038,46,41,29,28,82,2,1,1,1,2,2,2,2,2
162,종로구,2019-11-30 10:00,0.005,0.8,0.005,0.041,41,40,30,27,79,2,1,1,1,2,2,2,2,2
163,종로구,2019-11-30 09:00,0.004,0.9,0.003,0.044,40,39,33,26,77,2,1,1,1,2,2,2,2,2
164,종로구,2019-11-30 08:00,0.004,1.0,0.002,0.048,41,39,33,26,80,2,1,1,1,2,2,2,2,2
165,종로구,2019-11-30 07:00,0.004,1.1,0.002,0.048,39,39,30,25,80,2,1,1,1,2,2,2,2,2
166,종로구,2019-11-30 06:00,0.004,1.0,0.002,0.045,41,39,31,26,77,2,1,1,1,2,2,2,2,2
167,종로구,2019-11-30 05:00,0.004,0.9,0.002,0.046,41,38,31,26,77,2,1,1,1,2,2,2,2,2
168,종로구,2019-11-30 04:00,0.004,0.9,0.001,0.048,40,37,30,26,80,2,1,1,1,2,2,2,2,2
169,종로구,2019-11-30 03:00,0.004,1.0,0.002,0.051,39,36,29,26,85,2,1,1,1,2,2,2,2,2
170,종로구,2019-11-30 02:00,0.004,1.1,0.002,0.053,39,36,29,26,88,2,1,1,1,2,2,2,2,2
171,종로구,2019-11-30 01:00,0.004,0.9,0.002,0.055,38,35,28,26,92,2,1,1,1,2,2,2,2,2
172,종로구,2019-11-29 24:00,0.004,0.9,0.002,0.056,35,35,25,25,93,2,1,1,1,2,2,2,2,2
173,종로구,2019-11-29 23:00,0.004,0.9,0.002,0.057,35,36,26,26,95,2,1,1,1,2,2,2,2,2
174,종로구,2019-11-29 22:00,0.004,0.9,0.002,0.054,34,37,25,26,90,2,1,1,1,2,2,2,2,2
175,종로구,2019-11-29 21:00,0.004,0.7,0.006,0.041,35,38,25,27,79,2,1,1,1,2,2,2,2,2
176,종로구,2019-11-29 20:00,0.004,0.6,0.008,0.040,36,38,25,27,79,2,1,1,1,2,2,2,2,2
177,종로구,2019-11-29 19:00,0.004,0.6,0.010,0.038,36,38,24,26,77,2,1,1,1,2,2,2,2,2
